,GSM1377859,GSM1377860,GSM1377861,GSM1377862,GSM1377863,GSM1377864,GSM1377865,GSM1377866,GSM1377867,GSM1377868,GSM1377869,GSM1377870,GSM1377871,GSM1377872,GSM1377873,GSM1377874,GSM1377875,GSM1377876,GSM1377877,GSM1377878,GSM1377879,GSM1377880,GSM1377881,GSM1377882,GSM1377883,GSM1377884,GSM1377885,GSM1377886,GSM1377887,GSM1377888,GSM1377889,GSM1377890,GSM1377891,GSM1377892,GSM1377893,GSM1377894,GSM1377895,GSM1377896,GSM1377897,GSM1377898,GSM1377899,GSM1377900,GSM1377901,GSM1377902,GSM1377903,GSM1377904,GSM1377905,GSM1377906,GSM1377907
ENSMUSG00000086473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.662301583,0,0,0,0,0,0,0,2.421281376,0,0,0,2.920008996,0,0,0,0,0,0,0,0,2.688301443,0,0,0,0,0,0,2.594683088,2.651536769,0
ENSMUSG00000076934,1.827354409,1.801158707,2.223887745,2.126212607,2.068308338,2.021945553,0,2.076032078,1.845471993,1.813113086,1.414257843,0,0,0,0.310924733,0,1.000544698,0,1.29263702,1.803513106,2.008451124,0,1.941395638,0,0,0,0,1.464888784,1.806402493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021947,2.171901891,2.004888596,2.153384929,2.082508913,2.225136046,2.213438063,0.112624437,2.179431137,2.03283223,0.889765449,1.718939914,0.098271215,0,1.661963101,1.248323995,0,1.196894347,1.641590105,0.230964149,1.357177982,1.647377101,0.076451832,0.968464269,1.708055293,1.21005085,2.054884882,1.194686361,0,0,0,0,0,0,0,1.264560475,0.05907205,0.050403346,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022701,2.112276476,2.102039025,2.182206301,2.17914948,2.282916527,1.956861116,0,2.132448611,2.140382325,0.987997668,0.904641444,0,1.324469717,1.355777071,0,0,0.209160732,0.068149855,0,1.383881761,0,1.487966564,1.810389804,2.431587288,1.501459122,0,1.650856117,1.709096039,0.052795868,1.193171923,1.105557869,0.244010276,0.223664642,0,0,0,0,0.288550801,0.08659329,0,1.619351116,0,0,1.798898447,0.181915298,0,0,0.245956606,0.595772804
ENSMUSG00000054446,2.438222641,2.434276615,2.398884007,2.384743978,2.504840433,2.547887878,0.505987901,2.489979561,2.507853174,1.84743507,1.88519946,1.801335782,1.50907477,1.746575822,1.852427534,2.014154973,2.09450956,1.719016226,2.018101058,2.276914246,2.182014986,2.0035622,1.874141323,1.990846123,1.935224026,1.950373618,1.633331076,1.886429807,2.010605213,1.066754417,1.314379217,1.075908115,0.874501532,0,0.15008499,0.200114473,1.155260105,0,0.450255268,0.060639301,1.286777469,0,0.165876457,1.192087736,0.054140589,0,1.382353896,0,0
ENSMUSG00000025839,0,0,0,0,0,0,0,0,0,2.140237703,2.222661856,1.977290924,2.117499986,2.313869329,2.256633572,2.085208493,1.956891812,2.21279732,2.289386026,1.83009636,1.717418339,2.081437326,1.910560376,2.282139295,2.103974669,2.208470918,1.967615829,2.086071392,2.325353491,2.39737158,2.119697879,2.149791634,2.209107337,2.296610352,2.275242231,2.338422625,2.204100982,2.232721732,2.4647622,2.524653117,2.412374856,2.271560502,2.274014601,2.380647127,2.368654996,2.400727898,2.35575027,2.35700049,2.277952847
ENSMUSG00000065265,0,0,0,0,0,0,0,3.318111355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.114000141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.120945555,0,3.139960902,0,0,0,0,0
ENSMUSG00000082108,0,0,0,0,0,0,0.388971051,0,0,1.956937373,1.402058378,1.953682391,2.090028674,1.613290944,2.051160243,2.138971786,1.886752915,2.300843209,2.088433789,2.1069724,1.75009782,2.194036772,2.392116334,0.615563957,1.877339665,2.488072447,1.712497335,2.043417298,2.300628087,1.340567048,1.24801743,0,0.417820317,0.598990652,1.725132142,1.75633329,1.812672758,2.093484723,1.954510724,2.122281427,0.412531104,1.802870832,0.811241114,0,1.631517836,1.948744918,1.761506113,0.74810814,0
ENSMUSG00000029151,2.348053562,2.291300015,2.243553932,2.35451372,2.390530637,2.403446549,0.310761265,2.361053212,2.420912454,0.497457672,1.110330403,0.930877237,0.266069806,0.167831094,0.067739088,1.71173217,0.950357551,1.089859208,1.093593268,1.617448042,1.818638212,0.157165327,0.952854896,0,0,0,0,0,0.072652748,0.446178213,0,0.072021474,0,0.133083619,0,0,0,0.092021984,0,1.368764625,0.08624341,0.818994798,0.23783719,0,0,0.2645515,0.041434533,0.083612613,0.403371069
ENSMUSG00000072249,0,0,0,0,0,0,0,0,0,1.356901216,0.120393596,1.636536037,1.842444476,1.647849293,1.844583406,0,0.222663416,1.855271349,1.558895685,2.275608462,2.210187382,1.946692927,2.138170021,2.104777227,1.910088409,2.167701235,1.703555315,1.409217723,1.89443736,0,0,0,0,1.296177981,1.356217134,1.60032478,1.713254431,1.810461034,1.499585369,0.146891722,1.690852344,1.539899974,1.642269588,1.256484424,1.249530985,0,0,0,0
ENSMUSG00000020098,2.1419418,2.122248654,2.225952492,2.12126102,2.319428796,2.265977539,0.868938766,2.244116241,2.233795391,0,1.096433765,1.10457246,0,0,0,1.676772233,1.571850857,0,0.644570532,1.382011636,1.761280423,1.759986462,0.106398642,0.12415293,1.534626338,0,0,0,1.301160264,0,1.145653154,0,0,0,1.218884586,0,0,0,0,0,0,0,0.893006776,0.935354581,0,0,0,0,0
ENSMUSG00000080868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.426355082,0,0,0,2.450581632,0,0,0,0,0,2.405597335,2.499171395,2.428001893,0,0,0,2.716060967,2.432590921
ENSMUSG00000064637,0,0,0,0,0,2.346986348,2.235556221,2.1725825,0,0,0,1.732005134,0,2.604828462,0,2.734630238,2.137065963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.640299532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000057058,2.380838706,2.394586501,2.407649195,2.388566522,2.361346245,2.390631348,2.008817265,2.307558076,2.34783136,1.478550624,0.76817989,1.243318388,1.328281723,1.603657425,0.153532557,1.850997694,1.623367154,1.127856061,1.505897136,2.012423816,1.970376169,0.562097686,0.973764506,1.03226288,1.359002128,1.158078902,0.987294811,1.346935555,1.533442846,0,0.552955218,0.065474022,0,0.059787891,0.243663479,1.084819272,0,0,0,0,0,0,1.01679274,0,0,0.077379535,0.109901364,1.164855276,0
ENSMUSG00000055401,0,0,0,0,0,0,1.851992359,0,0,1.525070734,1.730619183,1.978460366,1.978081865,1.412094141,1.228408059,1.467104713,0.240635599,0,1.411114419,1.430349226,1.705230617,0,0,0.401050551,1.917494481,0,0.188899249,2.029915159,1.631588848,2.137869767,2.077218875,1.889811909,2.059714846,2.044355499,2.095015839,1.780868653,1.981124722,1.616344208,1.653208653,1.941559133,2.014575137,2.082106479,2.046502968,2.072929674,1.875490713,2.317685251,2.254603659,2.257642582,1.983566303
ENSMUSG00000062995,2.288580076,2.223418057,2.062642142,2.287754716,2.375872025,2.388926713,2.337231571,2.379744124,2.383278447,1.211494312,1.395597197,1.293601185,1.615748105,1.22271127,1.15983178,1.873700661,1.685404022,1.293280771,1.045412958,1.846532563,2.038564531,1.717735393,1.866293839,2.126680019,1.551334089,1.932161122,1.701886466,1.349945458,1.648120839,0.268302238,1.411200359,0.90280869,0,0,0,0,0.306405725,1.166699429,0,0.513798048,0,0,0,0,0,0,0,0,1.200459238
ENSMUSG00000081376,0,0,0,0,0,0,0,0,0,0,1.492002855,1.381726815,1.434000117,0,1.511836588,0,1.501424902,1.551124155,0,0,0,2.422065941,0,0,0,0,1.627940098,0,0,0,1.579227801,0,0,0,1.974108528,1.634050828,1.861836579,1.709842987,2.167305517,0,1.607858033,1.877420878,1.972251451,1.610927257,0,1.949456854,1.521532955,1.588826129,1.592381083
ENSMUSG00000029656,2.11058971,2.011121963,2.13260545,1.973816173,2.103923392,2.063978503,1.775641026,2.124771501,2.031376143,0.093353383,1.415138682,0,1.06479107,1.115610512,0.496503443,0,1.482607783,0,0,1.56252958,1.694760464,1.778354597,1.889388553,0,0,0,1.268769805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087516,2.215280571,2.096416374,2.407762997,2.250590759,2.15350084,2.195431912,0,2.215190616,2.247811296,0,0,0,0,0,0,0.499821748,0.789179368,1.124690032,0,1.732261038,0,1.486522571,0.194334482,0,1.647724207,0,0,0,1.208040739,0.992662188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000067929,1.91407488,1.893859925,1.835530772,2.031347861,1.597228837,1.924824397,1.884110825,1.932217983,2.021305095,0,1.843493152,0.472996196,1.645809228,1.852954896,1.861214695,1.364549119,1.650240479,0,1.595957828,0,1.676413742,1.215693069,2.17051107,0,2.145997728,0,0,1.776103073,0,1.835315077,1.719167981,0,0,1.712347442,1.76021358,1.934553492,1.917854066,0.750227517,0.745469071,0,1.989963903,0,0,0,1.524280555,0,0,0,0
ENSMUSG00000040270,2.405317327,2.375420341,2.231782965,2.313696421,2.429537501,2.401009155,1.661075937,2.404077318,2.465962515,0.638771706,0.289047531,0.315508531,1.215928229,0.141841872,1.001764856,1.017786854,1.307258502,1.678120321,1.209378271,1.436289894,2.061320512,1.394540982,0.819235214,1.337660887,0.711065344,0.284762025,0.099407481,1.65788634,1.083244546,0.258773966,0.091517478,0.035146734,0.809128573,0,0,0,0.246409201,0.049706717,0.010629327,0.19238316,1.096068404,0.336379672,0.010328753,0.081858006,0,0.020006575,0,0,0.008705412
ENSMUSG00000087512,2.192648284,2.183691119,2.225500536,2.196239763,2.294144244,2.357013853,0,2.085657985,2.112219461,0.545335574,1.301689622,0.831794294,0,1.180667688,0.563498884,1.242355049,1.299352555,0.129415633,1.072532961,0.700792816,0,1.720642136,0,0,0,2.09562608,0,0,1.399562971,0,0,0,0,0,0,0,0,0.369570201,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065087,0,0,0,0,0,0,1.37E-05,0,0,0,1.071929851,0,0,0,2.384978506,2.06694803,2.129090229,0,2.305316969,1.80E-06,0,0,0,0,0,0,2.015829009,0,0,1.90E-12,1.674731659,1.819931995,1.33E-08,0.01368218,0,0,0.015447109,0,0,0,2.440684009,2.69710549,1.18E-06,0,0.00083387,1.500616522,0,0,0
ENSMUSG00000039396,2.366721724,2.364884795,2.147605224,2.381926931,2.471709665,2.448225393,0.59695428,2.436248543,2.487911495,0.139371484,0.2550512,0.042399081,0,0.971532359,1.314480281,1.521634883,1.054681985,1.347655858,1.101313938,1.477835805,0.2104868,0.576832965,0.272624025,0.128895645,0.73649849,1.599480235,0.367126598,1.210778527,0.047007197,0,0,0,0.581425095,1.247501912,0.186365485,0.230080125,0.159985346,0,0,0,0,0,0,0,0,0.982588695,0.116371939,0.023560596,0.124273648
ENSMUSG00000052485,2.126887597,2.156300739,2.156945711,2.122215878,2.185462824,2.180352429,1.87525289,2.18628376,2.214769694,1.522119369,0.060130243,1.144633355,0,0,0,0,0.26012245,0,0,0.115881986,1.690071978,1.625272313,0,0,0,0,0,0.314126455,0.110378235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025869,0,0,0,0,0,0,0,0,0,2.236146624,2.192570241,1.971846182,2.13377196,2.26943355,2.224665118,2.138732043,1.965684661,2.249452743,2.244259798,2.307344115,2.306296329,2.105843867,2.33090056,2.379254741,2.30823777,2.370766524,2.017287995,2.21473791,2.393941786,2.286256567,2.173591227,2.197330189,2.167972713,2.072812167,2.290125915,2.281122036,2.189928037,2.127726626,2.169985792,2.161748218,2.182029266,2.281458359,2.280808203,2.30184787,2.183264148,2.336183459,2.222706069,2.24144437,2.166131008
ENSMUSG00000004032,2.452185251,2.411989877,2.331698519,2.365399994,2.533796199,2.574496582,0.979985181,2.362348622,2.606861618,1.915841293,1.936751434,1.680962476,1.817976994,1.804913926,1.713411573,1.950133526,1.848384967,1.996038156,1.843785731,2.088540061,2.313407384,1.830315304,2.174481389,1.999764983,2.197004728,2.313546652,1.985091754,0.21044614,2.037219262,0.257681454,0.199947606,1.245487991,0.488564817,0.973054387,1.313405273,0,1.193622638,0.201697749,0,0,0,0,1.259307121,0,0,0.993223661,1.666934292,1.406616814,1.387404065
ENSMUSG00000071262,2.285386258,2.308094652,2.239251917,2.316331059,2.349679574,2.26729613,1.73500613,2.356528735,2.315903203,0.834240081,0.902419571,0.807913011,1.040360998,0.244508683,1.537787623,1.300747612,1.496711063,0.529980574,1.36608473,1.774858428,1.424535369,1.552204478,1.490337794,0,0.406667895,0,1.11960556,0.022920993,0.679298861,0.041870935,0,0,0.877896329,0,1.051831421,0,0,0.078738764,0.077984565,0.182114652,0,0,0,0,0,0,0,0,0.032787088
ENSMUSG00000060591,0.182138922,0,0,0,0,0,0,0.213444704,0,1.100311946,0,0,0,0.238063173,0,0.787413713,0.962897083,0,0,0,0,0,0,0,0,0,0,0,0,1.811656093,1.575964491,1.754603638,1.621811674,0.899404058,1.641581184,1.495491608,1.798883956,1.529368748,1.586523168,1.770944749,1.912424007,2.001510885,2.065568512,1.53070544,2.079897241,2.130983116,2.129090229,1.990712152,2.088093543
ENSMUSG00000033060,2.750620232,2.750090098,2.615219655,2.763325398,2.725141138,2.822377981,2.260901004,2.839035357,2.931066626,1.664777319,1.356681587,1.913889053,1.537545844,1.077007964,1.763251245,1.870955495,1.667047422,0.872953593,1.164442085,2.108284197,2.14418488,1.939289065,2.118525952,2.171974969,0.173679161,1.998837577,1.933954232,0.985434558,1.174734142,0.756191699,1.177519186,0.600563443,1.232406492,0,0.78589334,1.621504476,1.440824103,1.163086799,0.022055658,0.105528237,1.033223049,0,0.536058211,0.798903277,0.180369918,0.771222844,0.367113543,1.283242414,0.314328677
ENSMUSG00000090254,1.832651312,1.936960374,2.121563127,1.895094215,2.181460554,2.200535876,1.055003514,2.11175636,2.145674892,1.538293413,1.728533957,1.671943517,1.527901733,1.614669468,1.821471604,2.039727333,1.816354003,1.629740801,1.729209351,2.147172188,2.189352733,1.771439016,1.928881601,1.944613928,1.899406796,1.90227764,1.760590589,1.888428875,1.80105229,0,0.081261233,0,0,0.081009392,0.105874499,0.293963962,0.171671176,0,0.775900124,0,0.310561624,0.269474416,0,0.104224475,0,0.332394018,0.28613838,0.514041445,0.021935809
ENSMUSG00000081616,0,0,0,0,0,0,0,0,0,0,0,1.512477604,1.702258163,1.681802743,0,1.920078955,0,2.098920479,0.633458356,0,0,0,0,0,0,2.425617355,1.992501382,0,0,1.694071435,0,0,0,0,1.604126651,0,0,0.753802066,2.218511873,0,0.687254208,0,0,1.865295306,2.130950993,0.98775651,0,2.104022523,1.803145623
ENSMUSG00000033501,0,0,0,0,0,0,0,0,0,1.204160696,0,0,0.107320226,0,0,0,0,0,1.143142883,0,0,0,0,0,0,0,0,0.879070062,1.28780173,1.926341932,1.890386363,1.714686774,1.724153758,1.498590342,1.265350923,1.670746673,1.509327549,0,1.854547115,1.84361083,1.106625994,2.083301909,2.030044863,1.934665067,1.88537253,2.052932373,2.040190792,1.949549056,1.713065281
ENSMUSG00000050071,0,0,0,0,0.570757699,0,0,0,0,1.436634864,1.568997983,1.476066086,1.869376656,0.987907919,1.652528686,0.260025809,0.312790692,1.866407271,0.927500734,0.915146467,2.096225025,1.961603792,1.60157657,2.069742076,0,1.208183283,1.846304322,2.078144942,2.026549606,0,0.1313055,0,0,1.76028222,1.999947447,1.96964558,1.967208083,2.020232799,2.021437396,1.920914462,1.339391809,1.77411314,1.580153732,1.953214428,1.877310863,0,0,0,0
ENSMUSG00000041012,2.220084541,2.197131632,2.122219156,2.076520295,2.245732227,2.286070059,1.765600016,2.183244212,2.372042544,0.731093758,1.266859394,0.111352926,0.071097361,0,0.584411516,0.702312468,0.896309567,0.954483717,1.161359017,0.635051248,0.182876665,0.216316889,1.5730028,1.698671976,1.681198711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069476,2.197170247,2.0523399,2.121874864,2.026439287,2.121766602,2.245374461,2.332818049,2.149388485,2.280097831,1.200812208,1.285444783,1.022295547,0.533681836,0.184556012,0,1.553967936,0.524218213,0.669861499,0.036575523,1.532112014,1.262747638,0.868223457,1.714226624,1.310244983,1.597045452,0,0.322882638,0.182738968,1.897893633,0,0,0,0.034320853,0,0.405283167,1.379033432,0.069021723,0,0,1.661829716,0,0,0,0,0,0,0.230954452,0,0
ENSMUSG00000001166,2.320549224,2.277210259,2.150747232,2.305710267,2.258366662,2.445252267,1.514448132,2.283644909,2.327604114,1.363923958,1.570582632,1.037718055,0.046756911,1.082153209,1.057882817,1.020095984,0.296152947,1.321310462,1.333102524,0.512038343,1.197627855,1.657372371,0.353071429,0,0.118907258,1.560677621,1.281310681,0.023781688,0.048763715,0,0,0,0,0.29632003,0,0,0.196661351,0,0,0,0.539017101,0.733117784,0,0,0,0,0,0,0
ENSMUSG00000085577,0,0,0,0,0,0,0,0,0,1.545415986,1.710490546,1.577509033,1.769092873,1.748965184,1.934798314,0.126252876,0.1281853,0,1.854778346,1.959255623,1.988010169,1.869712112,2.036860351,0,2.011164292,1.606453383,1.706841483,1.612629178,0.199703355,0,0,0,0,1.934642855,1.316863193,1.878649882,1.657563508,1.397979962,0,1.661029493,1.535935592,0.084613093,1.514457431,1.352273228,1.677030857,0,0,0,0
ENSMUSG00000024640,0,0,0,0,0,0,0,0,0,2.07713525,1.988846459,1.984842231,1.828800987,2.066713449,2.323132421,2.115007739,2.023108357,1.987614879,1.918235372,2.18756302,1.898772337,2.004067603,2.204342502,2.28978287,2.268755772,2.210219501,2.046935869,2.188470054,2.419377405,2.368171554,2.2570735,2.28730671,2.318171895,2.316584637,2.228644132,2.354951228,2.338538165,2.286171188,2.161424906,2.371326514,2.33454221,2.182930819,2.245172008,2.195332209,2.237443195,2.308769241,2.292096505,2.120521286,2.36474043
ENSMUSG00000025264,0,0,0.062418388,0,0.199385431,0.395132359,0,0,0.72226692,1.417463389,0.066283799,1.468119783,1.717613092,1.716737682,1.73686481,0.193694097,0.19847206,1.725148498,1.736034572,1.163373102,1.773475601,0.240972354,1.623883724,0,1.833946727,2.184983701,1.612039623,2.015653099,2.140231414,2.086850804,2.002166494,2.039187989,2.075353493,2.132224458,2.192177026,2.182291937,2.203141719,2.111040604,2.104818169,2.209252214,2.246338522,2.166829588,2.269183596,2.215182677,2.172062646,2.226803473,2.075915408,2.159588246,1.980852031
ENSMUSG00000092918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.853670231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.916377085,1.967698643,1.928226813,2.004141599,1.942976813,1.878444236,0,1.992634802,0,1.966487622,1.923965861,1.998298144,0,0,2.480316016,0,0,0
ENSMUSG00000073448,2.01634795,1.816327487,1.478725179,1.584828569,1.593966888,0.992696639,0,1.790466024,1.849172404,0,2.012866739,0,1.752873975,1.548194034,1.702204714,0.834849064,1.777936946,1.492633294,1.517393859,1.81664027,1.830267801,1.888769576,0,0,1.887034099,0.645749341,0,1.715868859,0,1.619010849,1.825841388,0,0,0,1.706279854,1.95184293,2.049988986,0,0,0,1.765201232,0,0,0,0,0,0,0,1.916889604
ENSMUSG00000043668,2.2894061,1.975943469,2.148395946,2.177744219,2.223007637,2.262284934,0.173411227,2.20982588,2.3303265,0.271502399,0.960578743,0.417729038,1.064914507,0,1.083180004,1.246469036,1.542529159,1.480392172,1.299099616,0.876878021,1.902055678,0.855259228,1.673999962,0,0.157817775,0,1.390399854,0,0.471976359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093105,0,0,0,0,0,0,0,0,0,0,2.12048838,2.162722683,2.277522117,1.87716106,0,0,0,0,0,0,0,1.784626563,0,0,0,0,2.058346295,0,0,0,0,1.916377085,2.441690424,0,0,0,0,0,0,0,0,0,1.998298144,0,1.894685388,0,0,1.951659477,0
ENSMUSG00000030717,0,0,0,0,0.373283571,1.076465671,2.215415469,0,1.302214004,1.095253063,1.34150179,1.445599533,1.806564561,0.597149782,0,1.176056514,0,1.22224291,0.671208029,1.353802788,0,0,1.472841253,0.730482687,0,0.125757045,1.112038307,1.375925026,0.232788565,2.072095422,2.132858193,2.125543071,2.142010701,1.902535908,1.991552117,2.19926138,1.688483004,2.171032784,2.23574554,2.200938005,2.064824738,2.019984012,2.079195722,2.149859302,2.024399457,2.222945261,2.14583634,2.224139248,2.258969939
ENSMUSG00000024501,2.447207662,2.458870418,2.40090392,2.434290994,2.514339188,2.53792734,1.898408119,2.472299981,2.478810267,1.53940985,1.307515292,0.918996982,0.269555671,1.362589904,1.625406092,1.882912554,1.824876573,1.865856376,1.475370419,2.011849453,1.843724741,1.929110723,2.118413545,0.897227246,0.79156364,1.935519357,0.232935661,1.781093738,1.983249555,0.038288096,0.546409394,0.407411301,1.117297817,1.365622745,0.513675632,0,0.760996639,1.187805457,0.260442527,0.258028988,1.487952445,0.85701933,0,0.513820664,0.332795848,0,0,0,0
ENSMUSG00000037335,0,0,0,0,0,0,0,0,0,0.21732757,0.389768361,0,1.224776427,0.213449486,1.005554566,0.198627675,0.207058337,0,0.396868587,0,0,0,0,0,0.064835212,0.083453526,1.461214807,0.247999765,0.758899786,2.095566837,2.042792015,1.919483419,1.933542457,1.926929685,2.169580395,2.06075826,1.504741278,1.388092317,1.852750124,1.039439898,1.69819105,1.851072357,2.059457387,1.780538364,1.790813457,1.573299879,1.593992329,2.011016121,2.018737936
ENSMUSG00000048398,2.197377057,2.217576058,2.100270577,2.087106744,2.247629621,2.211955741,0.103105211,2.220787776,2.16682663,0.75030933,0,0,1.448897924,0,1.209289766,0,1.275341305,0,0.057795384,0.076764562,0,0,0.628199843,1.522852253,1.584420562,1.630436012,0.034473117,0,0.072852197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072537371,0,0,0
ENSMUSG00000068243,0,0,1.124240047,0,0,0,0,0,0,1.341264335,0,1.503225324,1.132435806,0,1.181849302,0,0,1.829285114,1.25883595,0,2.566254779,1.378819271,0,1.312959736,1.24266812,0,1.078924212,0,0,1.921421657,2.138059425,1.819314225,1.737200597,1.238460117,1.59900924,1.552290934,1.877564259,1.345469794,2.018350926,1.747307689,1.749642028,2.082943267,1.629420813,2.096857895,1.814283563,2.013629195,2.165517344,2.157994392,2.005120428
ENSMUSG00000093658,2.018450832,1.841979181,2.049698583,1.874516606,1.978676635,1.884371621,1.960093877,1.631305747,1.775771322,1.191224586,1.506408963,0,0,1.494096127,0.272988996,1.639043004,1.075484915,1.430916371,1.190841345,0.301934557,2.006299138,0,1.637464712,2.200001865,1.967686947,1.715896427,1.433049412,0,0,0,0,0,0,1.306405725,0.283109373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062773,0,0,0,0,0,0,0,0,0,0,0.071982104,0.053802688,1.119193183,1.948320522,0.834276339,1.872790637,1.332914912,1.365190241,0.155861732,2.043582317,1.097444734,2.059525553,1.974134342,0.575793817,2.259326244,0.185923305,0.153441973,1.775539091,1.679137058,1.579879588,1.560115945,1.759970612,1.667263316,1.983268963,1.974203939,2.109959695,1.852229226,0.187655782,1.685758752,1.215582051,1.665979459,0,0,0.089177854,0,0,0,0,0
